title,year,popularity,comedy,fantasy,romance,horror,action,non-fiction,type
Eddie the Eagle,2016,7.4,1,1,0,0,0,1,M
The Lives of Others,2006,8.5,0,1,0,0,1,0,M
Pet,2016,5.7,0,0,0,1,1,0,M
Paint It Black,2016,8.3,0,1,0,0,0,0,M
Macbeth,2015,6.7,0,1,0,0,0,1,M
Forgetting Sarah Marshall,2008,7.2,1,1,1,0,0,0,M
The Giver,2014,6.5,0,1,1,0,0,0,M
Triple 9,2016,6.3,0,1,0,1,1,0,M
Perfetti sconosciuti,2016,7.7,1,1,0,0,0,0,M
Angry Birds,2016,6.3,1,0,0,0,1,0,M
Moonrise Kingdom,2012,7.8,1,1,0,0,1,0,M
Hairspray,2007,6.7,1,1,0,0,0,0,M
Safe Haven,2013,6.7,0,1,1,0,1,0,M
Focus,2015,6.6,1,1,0,1,0,0,M
Ratatouille,2007,8,1,0,0,0,0,0,M
Stake Land,2010,6.5,0,1,0,1,0,0,M
The Book of Eli,2010,6.9,0,1,0,0,1,0,M
Cloverfield,2008,7,0,1,0,1,1,0,M
Point Break,2015,5.3,0,0,0,1,1,1,M
Under the Skin,2013,6.3,0,1,0,1,0,0,M
I Am Legend,2007,7.2,0,1,0,1,0,0,M
Men in Black 3,2012,6.8,1,0,0,0,1,0,M
Super 8,2011,7.1,0,1,0,1,1,0,M
Law Abiding Citizen,2009,7.4,0,1,0,1,1,0,M
Up,2009,8.3,1,0,0,0,1,0,M
Maze Runner: The Scorch Trials,2015,6.3,0,1,0,0,1,0,M
Carol,2015,7.2,0,1,1,0,0,0,M
Imperium,2016,6.5,0,1,0,1,1,0,M
Youth,2015,7.3,1,1,0,0,0,1,M
Mr. Nobody,2009,7.9,0,1,1,0,0,0,M
City of Tiny Lights,2016,5.7,0,1,0,1,1,0,M
Savages,2012,6.5,0,1,0,1,1,0,M
(500) Days of Summer,2009,7.7,1,1,1,0,0,0,M
Movie 43,2013,4.3,1,0,1,0,0,0,M
Gravity,2013,7.8,0,1,0,0,1,0,M
The Boy in the Striped Pyjamas,2008,7.8,0,1,0,0,0,1,M
Shooter,2007,7.2,0,1,0,1,1,0,M
The Happening,2008,5,0,1,0,0,1,0,M
Bone Tomahawk,2015,7.1,0,1,0,1,1,0,M
Magic Mike XXL,2015,5.7,1,1,0,0,0,1,M
Easy A,2010,7.1,1,1,1,0,0,0,M
Exodus: Gods and Kings,2014,6,0,1,0,0,1,0,M
Chappie,2015,6.9,0,1,0,1,1,0,M
The Hobbit: The Desolation of Smaug,2013,7.9,0,1,0,0,1,0,M
Half of a Yellow Sun,2013,6.2,0,1,1,0,0,0,M
Anthropoid,2016,7.2,0,0,0,0,1,1,M
The Counselor,2013,5.3,0,1,0,1,1,0,M
Viking,2016,4.7,0,1,0,0,1,1,M
Whiskey Tango Foxtrot,2016,6.6,1,1,0,0,0,1,M
Trust,2010,7,0,1,0,1,1,0,M
Birth of the Dragon,2016,3.9,0,1,0,0,1,1,M
Elysium,2013,6.6,0,1,0,0,1,0,M
The Green Inferno,2013,5.4,0,0,0,1,1,0,M
Godzilla,2014,6.4,0,1,0,0,1,0,M
The Bourne Legacy,2012,6.7,0,0,0,1,1,0,M
A Good Year,2006,6.9,1,1,1,0,0,0,M
Friend Request,2016,5.4,0,0,0,1,1,0,M
Deja Vu,2006,7,0,1,0,0,1,0,M
Lucy,2014,6.4,0,1,0,0,1,0,M
A Quiet Passion,2016,7.2,0,1,0,0,0,1,M
Need for Speed,2014,6.5,0,1,0,1,1,0,M
Jack Reacher,2012,7,0,0,0,1,1,0,M
The Do-Over,2016,5.7,1,0,0,0,1,0,M
True Crimes,2016,7.3,0,1,0,1,1,0,M
American Pastoral,2016,6.1,0,1,0,1,0,0,M
The Ghost Writer,2010,7.2,0,0,0,1,1,0,M
Limitless,2011,7.4,0,1,0,1,1,0,M
Spectral,2016,6.3,0,1,0,1,1,0,M
P.S. I Love You,2007,7.1,0,1,1,0,0,0,M
Zipper,2015,5.7,0,1,0,0,1,0,M
Midnight Special,2016,6.7,0,1,0,1,0,0,M
Don't Think Twice,2016,6.8,1,1,0,0,0,0,M
Alice in Wonderland,2010,6.5,0,1,0,0,1,0,M
Chuck,2016,6.8,0,1,0,0,0,1,M
"I, Daniel Blake",2016,7.9,0,1,0,0,0,0,M
The Break-Up,2006,5.8,1,1,1,0,0,0,M
Loving,2016,7.1,0,1,1,0,0,1,M
Fantastic Four,2015,4.3,0,1,0,0,1,0,M
The Survivalist,2015,6.3,0,1,0,0,1,0,M
Colonia,2015,7.1,0,1,1,0,1,0,M
The Boy Next Door,2015,4.6,0,0,0,1,1,0,M
The Gift,2015,7.1,0,0,0,1,1,0,M
Dracula Untold,2014,6.3,0,1,0,0,1,0,M
In the Heart of the Sea,2015,6.9,0,0,0,0,1,1,M
Idiocracy,2006,6.6,1,1,0,0,1,0,M
The Expendables,2010,6.5,0,0,0,0,1,0,M
Evil Dead,2013,6.5,0,1,0,1,0,0,M
Sinister,2012,6.8,0,0,0,1,0,0,M
Wreck-It Ralph,2012,7.8,1,0,0,0,1,0,M
Snow White and the Huntsman,2012,6.1,0,1,0,0,1,0,M
Pan,2015,5.8,0,1,0,0,1,0,M
Transformers: Dark of the Moon,2011,6.3,0,1,0,0,1,0,M
Juno,2007,7.5,1,1,0,0,0,0,M
A Hologram for the King,2016,6.1,1,1,0,0,0,0,M
Money Monster,2016,6.5,0,1,0,1,1,0,M
The Other Woman,2014,6,1,0,1,0,0,0,M
Enchanted,2007,7.1,1,0,0,0,0,0,M
The Intern,2015,7.1,1,1,0,0,0,0,M
Little Miss Sunshine,2006,7.8,1,1,0,0,0,0,M
Bleed for This,2016,6.8,0,1,0,0,0,1,M
Clash of the Titans,2010,5.8,0,1,0,0,1,0,M
The Finest Hours,2016,6.8,0,1,0,0,1,1,M
Tron,2010,6.8,0,1,0,0,1,0,M
The Hunger Games: Catching Fire,2013,7.6,0,0,0,1,1,0,M
All Good Things,2010,6.3,0,1,0,1,0,0,M
Kickboxer: Vengeance,2016,4.9,0,0,0,0,1,0,M
The Last Airbender,2010,4.2,0,0,0,0,1,0,M
Sex Tape,2014,5.1,1,0,1,0,0,0,M
What to Expect When You're Expecting,2012,5.7,1,1,1,0,0,0,M
Moneyball,2011,7.6,0,1,0,0,0,1,M
Ghost Rider,2007,5.2,0,1,0,0,1,0,M
Unbroken,2014,7.2,0,1,0,0,0,1,M
Immortals,2011,6,0,1,0,0,1,0,M
Sunshine,2007,7.3,0,1,0,0,1,0,M
Brave,2012,7.2,1,0,0,0,1,0,M
MÃƒÂ¤n som hatar kvinnor,2009,7.8,0,1,0,1,1,0,M
Adoration,2013,6.2,0,1,1,0,0,0,M
The Drop,2014,7.1,0,1,0,1,0,0,M
She's the Man,2006,6.4,1,0,1,0,0,1,M
Daddy's Home,2015,6.1,1,0,0,0,0,0,M
Let Me In,2010,7.2,0,1,0,1,0,0,M
Never Back Down,2008,6.6,0,1,0,0,1,1,M
Grimsby,2016,6.2,1,0,0,0,1,0,M
Moon,2009,7.9,0,1,0,1,0,0,M
Megamind,2010,7.3,1,0,0,0,1,0,M
Gangster Squad,2013,6.7,0,1,0,1,1,0,M
Blood Father,2016,6.4,0,1,0,1,1,0,M
He's Just Not That Into You,2009,6.4,1,1,1,0,0,0,M
Kung Fu Panda 3,2016,7.2,1,0,0,0,1,0,M
The Rise of the Krays,2015,5.1,0,1,0,1,0,0,M
Handsome Devil,2016,7.4,0,1,0,0,0,0,M
Winter's Bone,2010,7.2,0,1,0,0,0,0,M
Horrible Bosses,2011,6.9,1,0,0,1,0,0,M
Mommy,2014,8.1,0,1,0,0,0,0,M
Hellboy II: The Golden Army,2008,7,0,1,0,0,1,0,M
Beautiful Creatures,2013,6.2,0,1,1,0,0,0,M
Toni Erdmann,2016,7.6,1,1,0,0,0,0,M
The Lovely Bones,2009,6.7,0,1,0,0,1,0,M
The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,0,1,0,1,0,1,M
Don Jon,2013,6.6,1,1,1,0,0,0,M
Bastille Day,2016,6.3,0,1,0,1,1,0,M
2307: Winter's Dream,2016,4,0,1,0,0,0,0,M
Free State of Jones,2016,6.9,0,1,0,0,1,1,M
Mr. Right,2015,6.3,1,0,1,0,1,0,M
The Secret Life of Walter Mitty,2013,7.3,1,1,0,0,1,0,M
Dope,2015,7.3,1,1,0,1,0,0,M
Underworld Awakening,2012,6.4,0,1,0,1,1,0,M
Antichrist,2009,6.6,0,1,0,1,0,0,M
Friday the 13th,2009,5.6,0,0,0,1,0,0,M
Taken 3,2014,6,0,0,0,0,1,0,M
Total Recall,2012,6.3,0,0,0,1,1,0,M
X-Men: The Last Stand,2006,6.7,0,1,0,0,1,0,M
The Escort,2016,6,1,1,1,0,0,0,M
The Whole Truth,2016,6.1,0,1,0,1,0,0,M
Night at the Museum: Secret of the Tomb,2014,6.2,1,0,0,0,1,0,M
Love & Other Drugs,2010,6.7,1,1,1,0,0,0,M
The Interview,2014,6.6,1,0,0,0,0,0,M
The Host,2006,7,1,1,0,1,0,0,M
Megan Is Missing,2011,4.9,0,1,0,1,1,0,M
WALLÃ‚Â·E,2008,8.4,1,0,0,0,1,0,M
Knocked Up,2007,7,1,0,1,0,0,0,M
Source Code,2011,7.5,0,1,1,1,0,0,M
Lawless,2012,7.3,0,1,0,1,0,0,M
Unfriended,2014,5.6,0,1,0,1,0,0,M
American Reunion,2012,6.7,1,0,0,0,0,0,M
The Pursuit of Happyness,2006,8,0,1,0,0,0,1,M
Relatos salvajes,2014,8.1,1,1,0,0,1,0,M
The Ridiculous 6,2015,4.8,1,0,0,0,1,0,M
Frantz,2016,7.5,0,1,0,0,0,1,M
Viral,2016,5.5,0,1,0,1,0,0,M
Gran Torino,2008,8.2,0,1,0,0,0,0,M
Burnt,2015,6.6,1,1,0,0,0,0,M
Tall Men,2016,3.2,0,1,0,1,1,0,M
Sleeping Beauty,2011,5.3,0,1,1,0,0,0,M
Vampire Academy,2014,5.6,1,1,0,0,1,0,M
Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,0,1,0,1,0,1,M
Solace,2015,6.4,0,1,0,1,0,0,M
Insidious,2010,6.8,0,0,0,1,1,0,M
Popstar: Never Stop Never Stopping,2016,6.7,1,0,0,0,0,1,M
The Levelling,2016,6.4,0,1,0,0,0,0,M
Public Enemies,2009,7,0,1,0,1,0,1,M
Boyhood,2014,7.9,0,1,0,0,0,0,M
Teenage Mutant Ninja Turtles,2014,5.9,1,0,0,0,1,0,M
Eastern Promises,2007,7.7,0,1,0,1,0,0,M
The Daughter,2015,6.7,0,1,0,0,0,0,M
Pineapple Express,2008,7,1,0,0,1,1,0,M
The First Time,2012,6.9,1,1,1,0,0,0,M
Gone Baby Gone,2007,7.7,0,1,0,1,0,0,M
The Heat,2013,6.6,1,0,0,1,1,0,M
L'avenir,2016,7.1,0,1,0,0,0,0,M
Anna Karenina,2012,6.6,0,1,1,0,0,0,M
Regression,2015,5.7,0,1,0,1,0,0,M
Ted 2,2015,6.3,1,0,1,0,1,0,M
Pain & Gain,2013,6.5,1,1,0,1,0,0,M
Blood Diamond,2006,8,0,1,0,0,1,0,M
Devil's Knot,2013,6.1,0,1,0,1,0,1,M
Child 44,2015,6.5,0,1,0,1,1,0,M
The Hurt Locker,2008,7.6,0,1,0,0,1,1,M
Green Lantern,2011,5.6,0,1,0,0,1,0,M
War on Everyone,2016,5.9,1,0,0,0,1,0,M
The Mist,2007,7.2,0,0,0,1,0,0,M
Escape Plan,2013,6.7,0,0,0,1,1,0,M
"Love, Rosie",2014,7.2,1,0,1,0,0,0,M
The DUFF,2015,6.5,1,0,0,0,0,0,M
The Age of Shadows,2016,7.2,0,1,0,0,1,0,M
The Hunger Games: Mockingjay - Part 1,2014,6.7,0,1,0,0,1,0,M
We Need to Talk About Kevin,2011,7.5,0,1,0,1,1,0,M
Love & Friendship,2016,6.5,1,1,1,0,0,0,M
The Mortal Instruments: City of Bones,2013,5.9,0,1,0,1,1,0,M
Seven Pounds,2008,7.7,0,1,1,0,0,0,M
The King's Speech,2010,8,0,1,0,0,0,1,M
Hunger,2008,7.6,0,1,0,0,0,1,M
Jumper,2008,6.1,0,1,0,0,1,0,M
Toy Story 3,2010,8.3,1,0,0,0,1,0,M
Tinker Tailor Soldier Spy,2011,7.1,0,1,0,1,1,0,M
Resident Evil: Retribution,2012,5.4,0,1,0,1,1,0,M
Dear Zindagi,2016,7.8,0,1,1,0,0,0,M
Genius,2016,6.5,0,1,0,0,0,1,M
Pompeii,2014,5.5,0,1,0,0,1,0,M
Life of Pi,2012,7.9,0,1,0,0,1,0,M
Hachi: A Dog's Tale,2009,8.1,0,1,0,0,0,0,M
10 Years,2011,6.1,1,1,1,0,0,0,M
I Origins,2014,7.3,0,1,1,0,0,0,M
Live Free or Die Hard,2007,7.2,0,0,0,0,1,0,M
The Matchbreaker,2016,5.5,1,0,1,0,0,0,M
Funny Games,2007,6.5,0,1,0,1,0,0,M
Ted,2012,7,1,1,0,0,0,0,M
RED,2010,7.1,1,0,0,1,1,0,M
Australia,2008,6.6,0,1,1,0,1,0,M
Faster,2010,6.5,0,1,0,1,1,0,M
The Neighbor,2016,5.8,0,0,0,1,1,0,M
The Adjustment Bureau,2011,7.1,0,1,1,0,1,0,M
The Hollars,2016,6.5,1,1,1,0,0,0,M
The Judge,2014,7.4,0,1,0,1,0,0,M
Closed Circuit,2013,6.2,0,1,0,1,0,0,M
Transformers: Revenge of the Fallen,2009,6,0,1,0,0,1,0,M
La tortue rouge,2016,7.6,1,1,0,0,0,0,M
The Book of Life,2014,7.3,1,0,0,0,1,0,M
Incendies,2010,8.2,0,1,0,1,0,1,M
The Heartbreak Kid,2007,5.8,1,0,1,0,0,0,M
Happy Feet,2006,6.5,1,0,0,0,0,0,M
Entourage,2015,6.6,1,0,0,0,0,0,M
The Strangers,2008,6.2,0,0,0,1,1,0,M
Noah,2014,5.8,0,1,0,0,1,0,M
Neighbors,2014,6.4,1,0,0,0,0,0,M
Nymphomaniac: Vol. II,2013,6.7,0,1,0,0,0,0,M
Wild,2014,7.1,0,1,0,0,1,1,M
Grown Ups,2010,6,1,0,0,0,0,0,M
Blair Witch,2016,5.1,0,0,0,1,1,0,M
The Karate Kid,2010,6.2,0,1,0,0,1,0,M
Dark Shadows,2012,6.2,1,1,0,1,0,0,M
Friends with Benefits,2011,6.6,1,0,1,0,0,0,M
The Illusionist,2006,7.6,0,1,1,1,0,0,M
The A-Team,2010,6.8,1,0,0,0,1,0,M
The Guest,2014,6.7,0,0,0,0,1,0,M
The Internship,2013,6.3,1,0,0,0,0,0,M
Paul,2011,7,1,1,0,0,1,0,M
This Beautiful Fantastic,2016,6.9,1,1,0,0,0,0,M
The Da Vinci Code,2006,6.6,0,0,0,1,1,0,M
Mr. Church,2016,7.7,1,1,0,0,0,0,M
Hugo,2011,7.5,0,1,0,0,1,0,M
The Blackcoat's Daughter,2015,5.6,0,0,0,1,1,0,M
Body of Lies,2008,7.1,0,1,1,0,1,0,M
Knight of Cups,2015,5.7,0,1,1,0,0,0,M
The Mummy: Tomb of the Dragon Emperor,2008,5.2,0,1,0,0,1,0,M
The Boss,2016,5.4,1,0,0,0,0,0,M
Hands of Stone,2016,6.6,0,1,0,0,1,1,M
El secreto de sus ojos,2009,8.2,0,1,1,1,0,0,M
True Grit,2010,7.6,0,1,0,0,1,0,M
We Are Your Friends,2015,6.2,0,1,1,0,0,1,M
A Million Ways to Die in the West,2014,6.1,1,0,1,0,1,0,M
Only for One Night,2016,4.6,0,0,0,0,1,0,M
Rules Don't Apply,2016,5.7,1,1,1,0,0,0,M
Ouija: Origin of Evil,2016,6.1,0,0,0,1,1,0,M
Percy Jackson: Sea of Monsters,2013,5.9,0,1,0,0,1,0,M
Fracture,2007,7.2,0,1,0,1,0,0,M
Oculus,2013,6.5,0,0,0,1,0,0,M
In Bruges,2008,7.9,1,1,0,1,0,0,M
This Means War,2012,6.3,1,0,1,0,1,0,M
LÃƒÂ­da BaarovÃƒÂ¡,2016,5,0,1,0,0,0,1,M
The Road,2009,7.3,0,1,0,0,1,0,M
Lavender,2016,5.2,0,1,0,0,1,0,M
Deuces,2016,6.6,0,1,0,0,0,0,M
Conan the Barbarian,2011,5.2,0,1,0,0,1,0,M
The Fighter,2010,7.8,0,1,0,0,1,1,M
August Rush,2007,7.5,0,1,0,0,0,1,M
Chef,2014,7.3,1,1,0,0,0,0,M
Eye in the Sky,2015,7.3,0,1,0,0,1,1,M
Eagle Eye,2008,6.6,0,0,0,1,1,0,M
The Purge,2013,5.7,0,1,0,1,1,0,M
PK,2014,8.2,1,1,1,0,0,0,M
Ender's Game,2013,6.7,0,1,0,0,1,0,M
Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,0,1,0,0,1,0,M
Paper Towns,2015,6.3,0,1,1,1,0,0,M
High-Rise,2015,5.7,0,1,0,0,0,0,M
Quantum of Solace,2008,6.6,0,0,0,0,1,0,M
The Assignment,2016,4.5,0,0,0,1,1,0,M
How to Train Your Dragon,2010,8.1,1,0,0,0,1,0,M
Lady in the Water,2006,5.6,0,1,0,1,0,0,M
The Fountain,2006,7.3,0,1,0,0,0,0,M
Cars 2,2011,6.2,1,0,0,0,1,0,M
31,2016,5.1,0,0,0,1,1,0,M
Final Girl,2015,4.7,0,0,0,0,1,0,M
Chalk It Up,2016,4.8,1,0,0,0,0,0,M
The Man Who Knew Infinity,2015,7.2,0,1,0,0,0,1,M
Unknown,2011,6.9,0,0,0,1,1,0,M
Self/less,2015,6.5,0,1,0,1,1,0,M
Mr. Brooks,2007,7.3,0,1,0,1,1,0,M
Tramps,2016,6.5,1,0,1,0,0,0,M
Before We Go,2014,6.9,1,1,1,0,0,0,M
Captain Phillips,2013,7.8,0,1,0,0,1,1,M
The Secret Scripture,2016,6.8,0,1,0,0,0,0,M
Max Steel,2016,4.6,0,0,0,0,1,0,M
Hotel Transylvania 2,2015,6.7,1,0,0,0,0,0,M
Hancock,2008,6.4,0,1,0,1,1,0,M
Sisters,2015,6,1,0,0,0,0,0,M
The Family,2013,6.3,1,0,0,1,1,0,M
Zack and Miri Make a Porno,2008,6.6,1,0,1,0,0,0,M
Ma vie de Courgette,2016,7.8,1,1,0,0,0,0,M
Man on a Ledge,2012,6.6,0,0,0,1,1,0,M
No Strings Attached,2011,6.2,1,0,1,0,0,0,M
Rescue Dawn,2006,7.3,0,1,0,0,1,1,M
Despicable Me 2,2013,7.4,1,0,0,0,1,0,M
A Walk Among the Tombstones,2014,6.5,0,1,0,1,0,0,M
The World's End,2013,7,1,1,0,0,1,0,M
Yoga Hosers,2016,4.3,1,1,0,1,0,0,M
Seven Psychopaths,2012,7.2,1,0,0,1,0,0,M
Beowulf,2007,6.2,1,0,0,0,1,0,M
Jack Ryan: Shadow Recruit,2014,6.2,0,1,0,0,1,0,M
1408,2007,6.8,0,1,0,1,0,0,M
The Gambler,2014,6,0,1,0,1,1,0,M
Prince of Persia: The Sands of Time,2010,6.6,0,1,0,0,1,0,M
The Spectacular Now,2013,7.1,1,1,1,0,0,0,M
A United Kingdom,2016,6.8,0,1,1,0,0,1,M
USS Indianapolis: Men of Courage,2016,5.2,0,1,0,0,1,1,M
Turbo Kid,2015,6.7,1,0,0,0,1,0,M
Mama,2013,6.2,0,0,0,1,1,0,M
Orphan,2009,7,0,0,0,1,1,0,M
To Rome with Love,2012,6.3,1,0,1,0,0,0,M
Fantastic Mr. Fox,2009,7.8,1,0,0,0,1,0,M
Inside Man,2006,7.6,0,1,0,1,0,0,M
I.T.,2016,5.4,0,1,0,1,0,0,M
127 Hours,2010,7.6,0,1,0,0,1,1,M
Annabelle,2014,5.4,0,0,0,1,1,0,M
Wolves at the Door,2016,4.6,0,0,0,1,1,0,M
Suite FranÃƒÂ§aise,2014,6.9,0,1,1,0,0,1,M
The Imaginarium of Doctor Parnassus,2009,6.8,0,1,0,1,1,0,M
G.I. Joe: The Rise of Cobra,2009,5.8,0,1,0,0,1,0,M
Christine,2016,7,0,1,0,0,0,1,M
Man Down,2015,5.8,0,1,0,0,1,0,M
Crawlspace,2016,5.3,0,0,0,1,1,0,M
Shut In,2016,4.6,0,1,0,1,1,0,M
The Warriors Gate,2016,5.3,0,1,0,0,1,0,M
Grindhouse,2007,7.6,0,0,0,1,1,0,M
Disaster Movie,2008,1.9,1,0,0,0,0,0,M
Rocky Balboa,2006,7.2,0,1,0,0,0,1,M
Diary of a Wimpy Kid: Dog Days,2012,6.4,1,0,0,0,0,0,M
Jane Eyre,2011,7.4,0,1,1,0,0,0,M
Fool's Gold,2008,5.7,1,0,0,0,1,0,M
The Dictator,2012,6.4,1,0,0,0,0,0,M
The Loft,2014,6.3,0,0,1,1,1,0,M
Bacalaureat,2016,7.5,0,1,0,1,0,0,M
You Don't Mess with the Zohan,2008,5.5,1,0,0,0,1,0,M
Exposed,2016,4.2,0,1,0,1,0,0,M
Maudie,2016,7.8,0,1,1,0,0,1,M
Horrible Bosses 2,2014,6.3,1,0,0,1,0,0,M
A Bigger Splash,2015,6.4,0,1,0,0,1,0,M
Melancholia,2011,7.1,0,1,0,0,0,0,M
The Princess and the Frog,2009,7.1,1,0,0,0,1,0,M
Unstoppable,2010,6.8,0,0,0,0,1,0,M
Flight,2012,7.3,0,1,0,0,1,0,M
Home,2015,6.7,1,0,0,0,1,0,M
La migliore offerta,2013,7.8,0,1,0,1,0,0,M
Mean Dreams,2016,6.3,0,0,0,0,1,0,M
42,2013,7.5,0,1,0,0,0,1,M
21,2008,6.8,0,1,0,1,1,0,M
Begin Again,2013,7.4,0,1,0,0,0,1,M
Out of the Furnace,2013,6.8,0,1,0,1,1,0,M
Vicky Cristina Barcelona,2008,7.1,0,1,1,0,0,0,M
Kung Fu Panda,2008,7.6,1,0,0,0,1,0,M
Barbershop: The Next Cut,2016,5.9,1,1,0,0,0,0,M
Terminator Salvation,2009,6.6,0,1,0,0,1,0,M
Freedom Writers,2007,7.5,0,1,0,1,0,1,M
The Hills Have Eyes,2006,6.4,0,0,0,1,0,0,M
Changeling,2008,7.8,0,1,0,1,0,1,M
Remember Me,2010,7.2,0,1,1,0,0,0,M
Koe no katachi,2016,8.4,1,1,1,0,0,0,M
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,6.2,1,0,0,0,0,0,M
Locke,2013,7.1,0,1,0,0,0,0,M
The 9th Life of Louis Drax,2016,6.3,0,0,0,1,1,0,M
Horns,2013,6.5,0,1,0,1,0,0,M
Indignation,2016,6.9,0,1,1,0,0,0,M
The Stanford Prison Experiment,2015,6.9,0,1,0,0,0,1,M
Diary of a Wimpy Kid: Rodrick Rules,2011,6.6,1,0,0,0,0,0,M
Mission: Impossible III,2006,6.9,0,0,0,0,1,0,M
En man som heter Ove,2015,7.7,1,1,0,0,0,0,M
Dragonball Evolution,2009,2.7,0,1,0,0,1,0,M
Red Dawn,2012,5.4,0,0,0,0,1,0,M
One Day,2011,7,0,1,1,0,0,0,M
Life as We Know It,2010,6.6,1,1,1,0,0,0,M
28 Weeks Later,2007,7,0,1,0,1,0,0,M
Warm Bodies,2013,6.9,1,0,1,1,0,0,M
Blue Jasmine,2013,7.3,0,1,0,0,0,0,M
G.I. Joe: Retaliation,2013,5.8,0,1,0,0,1,0,M
Wrath of the Titans,2012,5.8,0,1,0,0,1,0,M
Shin Gojira,2016,6.9,0,1,0,0,1,0,M
Saving Mr. Banks,2013,7.5,1,1,0,0,0,1,M
Transcendence,2014,6.3,0,1,1,1,0,0,M
Rio,2011,6.9,1,0,0,0,1,0,M
Equals,2015,6.1,0,1,1,0,0,0,M
Babel,2006,7.5,0,1,0,0,0,0,M
The Tree of Life,2011,6.8,0,1,0,0,0,0,M
The Lucky One,2012,6.5,0,1,1,0,0,0,M
Piranha 3D,2010,5.5,1,0,0,1,1,0,M
50/50,2011,7.7,1,1,1,0,0,0,M
The Intent,2016,3.5,0,1,0,1,0,0,M
This Is 40,2012,6.2,1,0,1,0,0,0,M
Real Steel,2011,7.1,0,1,0,0,1,0,M
Sex and the City,2008,5.5,1,1,1,0,0,0,M
Rambo,2008,7.1,0,0,0,0,1,1,M
Planet Terror,2007,7.1,1,0,0,1,1,0,M
Concussion,2015,7.1,0,1,0,0,0,1,M
The Fall,2006,7.9,1,1,0,0,1,0,M
The Ugly Truth,2009,6.5,1,0,1,0,0,0,M
Bride Wars,2009,5.5,1,0,1,0,0,0,M
Sleeping with Other People,2015,6.5,1,1,1,0,0,0,M
Snakes on a Plane,2006,5.6,0,0,0,1,1,0,M
What If,2013,6.8,1,0,1,0,0,0,M
How to Train Your Dragon 2,2014,7.9,1,0,0,0,1,0,M
RoboCop,2014,6.2,0,1,0,1,1,0,M
In Dubious Battle,2016,6.2,0,1,0,0,0,0,M
"Hello, My Name Is Doris",2015,6.7,1,1,1,0,0,0,M
Ocean's Thirteen,2007,6.9,0,0,0,1,1,0,M
Slither,2006,6.5,1,1,0,1,0,0,M
Contagion,2011,6.6,0,1,0,0,1,0,M
Il racconto dei racconti - Tale of Tales,2015,6.4,0,1,0,1,0,0,M
I Am the Pretty Thing That Lives in the House,2016,4.7,0,0,0,0,1,0,M
Bridge to Terabithia,2007,7.2,0,1,0,0,1,0,M
Coherence,2013,7.2,0,1,0,1,1,0,M
Notorious,2009,6.7,0,1,0,1,0,1,M
Goksung,2016,7.5,0,1,0,1,0,0,M
The Expendables 2,2012,6.6,0,0,0,0,1,0,M
The Girl Next Door,2007,6.7,0,1,0,1,0,0,M
Perfume: The Story of a Murderer,2006,7.5,0,1,0,1,0,0,M
The Golden Compass,2007,6.1,0,1,0,0,1,0,M
Centurion,2010,6.4,0,1,0,0,1,0,M
Scouts Guide to the Zombie Apocalypse,2015,6.3,1,0,0,1,1,0,M
17 Again,2009,6.4,1,1,0,0,0,0,M
No Escape,2015,6.8,0,0,0,0,1,0,M
Superman Returns,2006,6.1,0,1,0,0,1,0,M
The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,0,1,0,0,1,0,M
Precious,2009,7.3,0,1,0,0,0,0,M
The Sea of Trees,2015,5.9,0,1,0,0,0,0,M
Good Kids,2016,6.1,1,0,0,0,0,0,M
The Master,2012,7.1,0,1,0,0,0,0,M
Footloose,2011,5.9,1,1,0,0,0,1,M
If I Stay,2014,6.8,0,1,0,0,0,1,M
The Ticket,2016,5.4,0,1,0,0,0,0,M
Detour,2016,6.3,0,0,0,0,1,0,M
The Love Witch,2016,6.2,1,0,0,1,0,0,M
Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,1,0,0,0,1,1,M
The Human Centipede (First Sequence),2009,4.4,0,0,0,1,0,0,M
Super,2010,6.8,1,1,0,0,0,0,M
The Siege of Jadotville,2016,7.3,0,1,0,0,1,0,M
Up in the Air,2009,7.4,0,1,1,0,0,0,M
The Midnight Meat Train,2008,6.1,0,0,0,1,0,0,M
The Twilight Saga: Eclipse,2010,4.9,0,1,0,0,1,0,M
Transpecos,2016,5.8,0,0,0,0,1,0,M
What's Your Number?,2011,6.1,1,0,1,0,0,0,M
Riddick,2013,6.4,0,1,0,0,1,0,M
Triangle,2009,6.9,0,1,0,1,1,0,M
The Butler,2013,7.2,0,1,0,0,0,1,M
King Cobra,2016,5.6,0,1,0,1,0,0,M
After Earth,2013,4.9,0,1,0,0,1,0,M
Kicks,2016,6.1,0,0,0,0,1,0,M
Me and Earl and the Dying Girl,2015,7.8,1,1,0,0,0,0,M
The Descendants,2011,7.3,1,1,0,0,0,0,M
Sex and the City 2,2010,4.3,1,1,1,0,0,0,M
The Kings of Summer,2013,7.2,1,1,0,0,1,0,M
Death Race,2008,6.4,0,1,0,0,1,0,M
That Awkward Moment,2014,6.2,1,0,1,0,0,0,M
