"title","year","homepage","popularity","romance","horror","action","comedy","fantasy","non-fiction","type"
"Machine Gun Preacher","2011","http://www.machinegunpreacher.org/movie/","6.4","0","1","1","0","0","0","M"
"The Barbarians","1987","","5.1","0","0","1","0","1","0","M"
"The Express","2008","","7.1","0","0","0","0","1","0","M"
"The International","2009","http://www.sonypictures.com/movies/theinternational/site/","6","0","1","1","0","1","0","M"
"Misconduct","2016","","5.3","0","0","1","0","1","0","M"
"Tom Jones","2063","","6.1","1","0","1","1","0","1","M"
"Hope Floats","1998","","5.8","1","0","0","0","1","0","M"
"Waterworld","1995","","5.9","0","0","1","0","0","0","M"
"Blade Runner","1982","http://www.warnerbros.com/blade-runner","7.9","0","0","1","0","1","0","M"
"8: The Mormon Proposition","2010","","5.5","0","0","0","0","0","1","M"
"Supernova","2000","","4.9","0","1","1","0","1","0","M"
"Mickey Blue Eyes","1999","","5.3","1","1","0","1","0","0","M"
"Friends with Money","2006","","5.1","1","0","0","1","1","0","M"
"Entrapment","1999","http://www.foxmovies.com.au/entrapment","6","1","1","0","0","1","0","M"
"Find Me Guilty","2006","","6.5","0","1","1","1","1","0","M"
"The Sea Inside","2004","","7.2","0","0","0","0","1","0","M"
"Breakin' All the Rules","2004","","5.8","1","0","0","1","0","0","M"
"Kit Kittredge: An American Girl","2008","http://www.americangirl.com/movie/","6.4","0","0","0","1","1","0","M"
"The Last of the Mohicans","1992","","7.1","1","0","1","0","1","1","M"
"Yentl","1983","","6.2","1","0","0","0","1","1","M"
"Namastey London","2007","http://www.erosentertainment.com/namasteylondon","6.6","1","0","0","0","1","0","M"
"Flightplan","2005","","6.1","0","1","1","0","1","0","M"
"The Edge","1997","","6.7","0","0","1","0","1","0","M"
"Counting","2015","","8.3","0","0","0","0","0","1","M"
"The Hundred-Foot Journey","2014","","7.3","0","0","0","0","1","0","M"
"The House of Mirth","2000","","6.4","1","0","0","0","1","0","M"
"Vanilla Sky","2001","","6.5","1","1","1","0","1","0","M"
"Snow Angels","2008","","6.5","1","0","0","0","1","0","M"
"Amnesiac","2015","","4.1","0","1","1","0","1","0","M"
"Elizabeth","1998","","7.1","0","0","0","0","1","1","M"
"The Frozen Ground","2013","","6.1","0","1","1","0","0","0","M"
"Silent House","2011","","5.2","0","1","0","0","0","0","M"
"The Spy Who Loved Me","1977","http://www.mgm.com/view/movie/1891/The-Spy-Who-Loved-Me/","6.6","0","0","1","0","0","0","M"
"Playing for Keeps","2012","","5.4","1","0","0","1","0","0","M"
"Rosemary's Baby","1968","","7.5","0","1","0","0","1","0","M"
"The Sting","1973","","7.9","0","1","0","1","1","0","M"
"Escape from Tomorrow","2013","","4.8","0","1","0","0","1","0","M"
"Please Give","2010","http://www.sonyclassics.com/pleasegive/","6","0","0","0","1","1","0","M"
"Ladyhawke","1985","","6.8","1","0","1","0","1","0","M"
"Cleopatra","2063","","6.7","1","0","0","0","1","1","M"
"Virtuosity","1995","","5.4","0","1","1","0","1","0","M"
"Moulin Rouge!","2001","","7.4","1","0","0","0","1","1","M"
"Travellers and Magicians","2003","http://www.travellersandmagicians.com/","6.8","0","0","1","0","1","0","M"
"Tadpole","2002","","5.5","1","0","0","1","1","0","M"
"Sky High","2005","http://disney.go.com/disneypictures/skyhigh/","5.8","0","0","1","1","0","0","M"
"Dead Man Walking","1995","","7.3","0","0","0","0","1","0","M"
"White Noise 2: The Light","2007","","5.6","0","1","1","0","1","0","M"
"Jimmy Neutron: Boy Genius","2001","","5.6","0","0","1","1","1","0","M"
"Boys and Girls","2000","","5.4","1","0","0","1","1","0","M"
"Circumstance","2011","http://www.takepart.com/circumstance","7.4","0","0","0","0","1","0","M"
"They","2002","","4.6","0","1","1","0","0","0","M"
"Ta Ra Rum Pum","2007","http://www.yashrajfilms.com/microsites/TRRP/microflash.html","6","1","0","0","1","0","0","M"
"Wyatt Earp","1994","","6.5","0","0","1","0","1","0","M"
"The Perfect Man","2005","http://www.watchvideoseries.com/movies/the-perfect-man-2005/","5.5","1","0","0","1","1","0","M"
"The Wind That Shakes the Barley","2006","","7.1","0","0","0","0","1","1","M"
"Disclosure","1994","","5.9","1","1","1","0","1","0","M"
"Willy Wonka & the Chocolate Factory","1971","","7.4","0","0","0","0","1","0","M"
"C.H.U.D.","1984","","5.3","0","1","0","0","1","0","M"
"The Sweet Hereafter","1997","","6.8","0","0","0","0","1","0","M"
"Idle Hands","1999","","6.1","0","1","1","1","0","0","M"
"Winter's Tale","2014","http://www.winterstalemovie.com/","6","1","1","0","0","1","0","M"
"My Super Ex-Girlfriend","2006","","4.8","0","1","1","1","1","0","M"
"Larry the Cable Guy: Health Inspector","2006","","3.3","0","0","0","1","0","0","M"
"Murderball","2005","","6.9","0","0","0","0","0","1","M"
"The Slaughter Rule","2002","","6.2","0","0","0","0","1","0","M"
"How Do You Know","2010","http://www.howdoyouknow-movie.com/","4.9","1","0","0","1","1","0","M"
"White Oleander","2002","","7.2","0","0","0","0","1","0","M"
"Last Orders","2001","","6","0","0","0","1","1","0","M"
"The Guard","2011","http://www.sonyclassics.com/theguard","6.8","0","1","1","1","0","0","M"
"Simon Birch","1998","","6.5","0","0","0","1","1","0","M"
"A Thousand Words","2012","http://www.thousandwordsmovie.com/","6","0","0","0","1","1","0","M"
"The Way Way Back","2013","","7.1","0","0","0","1","1","0","M"
"Starsuckers","2009","http://www.starsuckersmovie.com","6.2","0","0","0","0","0","1","M"
"Doogal","2006","http://www.doogalmovie.com/","3.2","0","0","0","0","0","0","M"
"A Dog Of Flanders","1999","","6.4","0","0","0","0","1","0","M"
"Unsullied","2015","","3","0","1","1","0","0","0","M"
"The Sticky Fingers of Time","1997","","4.8","0","0","0","0","1","0","M"
"Going the Distance","2010","http://going-the-distance.warnerbros.com/","6","1","0","0","1","1","0","M"
"The Possession","2012","http://www.thepossessionmovie.com/","5.8","0","1","1","0","0","0","M"
"Beat the World","2011","","4.3","0","0","0","0","1","1","M"
"Saw III","2006","","6.1","0","1","1","0","0","0","M"
"The X Files","1998","","6.6","0","1","1","0","1","0","M"
"Rob Roy","1995","","6.5","0","0","1","0","0","0","M"
"Time Bandits","1981","","6.6","0","0","1","1","1","0","M"
"The Andromeda Strain","1971","","7","0","0","1","0","1","0","M"
"Made in Dagenham","2010","","6.6","0","0","0","1","1","1","M"
"How Stella Got Her Groove Back","1998","","6","1","0","0","1","1","0","M"
"The Magic Flute","2006","http://www.magicflutefilm.com/","6.9","0","0","0","1","1","1","M"
"The Painted Veil","2006","","7.1","1","0","0","0","1","0","M"
"Bride of Chucky","1998","","5.5","0","1","0","1","0","0","M"
"Menace II Society","1993","","7.2","0","1","1","0","1","0","M"
"In & Out","1997","","6.3","1","0","0","1","0","0","M"
"Hostel","2005","http://www.hostelfilm.com/","5.7","0","1","0","0","0","0","M"
"Escape from L.A.","1996","http://www.theofficialjohncarpenter.com/escape-from-la/","5.6","0","0","1","0","1","0","M"
"The Other End of the Line","2008","","6.1","1","0","0","1","0","0","M"
"Freakonomics","2010","http://www.magpictures.com/freakonomics/","6.6","0","0","0","0","0","1","M"
"Cruel Intentions","1999","","6.6","1","0","1","0","1","0","M"
"The Man Who Shot Liberty Valance","2062","","7.4","0","0","1","0","0","0","M"
"Animals United","2010","http://www.kdt.film.de/","5.5","0","0","0","1","0","0","M"
"The Net","1995","","5.6","0","1","1","0","1","0","M"
"Fruitvale Station","2013","http://www.fruitvalefilm.com/","7.3","0","0","0","0","1","0","M"
"Dreamgirls","2006","http://www.dreamgirlsmovie.com/","6.6","0","0","0","0","1","0","M"
"Muppets from Space","1999","","5.8","0","0","0","1","1","0","M"
"Volcano","1997","","5.2","0","0","1","0","1","0","M"
"Henry V","1989","","7.4","1","0","1","0","1","1","M"
"Hang 'em High","1968","","6.7","0","0","1","0","0","0","M"
"Ray","2004","","7.2","0","0","0","0","1","1","M"
"The Rage: Carrie 2","1999","","5.1","0","1","1","0","1","0","M"
"Mandela: Long Walk to Freedom","2013","","6.5","0","0","0","0","1","1","M"
"Valiant","2005","","5.2","0","0","1","1","0","0","M"
"Domestic Disturbance","2001","","5.4","0","1","1","0","0","0","M"
"Anything Else","2003","","6.2","1","0","0","1","0","0","M"
"Urban Legends: Final Cut","2000","","4.4","0","1","0","0","0","0","M"
"Pay It Forward","2000","","7","1","0","0","0","1","0","M"
"The Art of Getting By","2011","http://www.foxsearchlight.com/theartofgettingby/","6.5","1","0","0","0","1","0","M"
"Riding in Cars with Boys","2001","","6.5","1","0","0","1","1","0","M"
"Once","2007","http://www.foxsearchlight.com/once/","7.3","1","0","0","0","1","1","M"
"Surrogates","2009","http://chooseyoursurrogate.com/","5.9","0","0","1","0","1","0","M"
"The Call of Cthulhu","2005","http://www.cthulhulives.org/cocmovie/index.html","6.9","0","1","1","0","1","0","M"
"Harry Potter and the Chamber of Secrets","2002","","7.4","0","0","1","0","1","0","M"
"Chariots of Fire","1981","","6.8","0","0","0","0","1","1","M"
"Cellular","2004","http://www.cellularthemovie.com/","6.1","0","1","1","0","0","0","M"
"Here Comes the Boom","2012","","6","0","0","0","1","0","0","M"
"Starsky & Hutch","2004","","5.6","0","1","0","1","0","0","M"
"Malone","1987","","6.8","0","0","1","0","0","0","M"
"A LEGO Brickumentary","2015","http://www.thelegodocumentary.com","6.4","0","0","0","0","0","1","M"
"Plush","2013","http://plushthemovie.com/","5.4","0","0","1","0","0","0","M"
"Urban Legend","1998","","5.6","0","1","1","0","0","0","M"
"Garfield","2004","","5.2","0","0","0","1","0","0","M"
"Whale Rider","2003","http://www.whaleriderthemovie.com/","7.1","0","0","0","0","1","0","M"
"The Pursuit of D.B. Cooper","1981","","6.8","0","1","1","0","0","0","M"
"Deadline - U.S.A.","2052","","6.9","0","1","0","0","1","0","M"
"Johnny English","2003","","6","0","0","1","1","0","0","M"
"The Woman Chaser","1999","","4.9","0","0","0","0","1","0","M"
"Paul Blart: Mall Cop","2009","http://paulblartmallcop.com/","5.2","0","0","1","1","0","0","M"
"I Am Sam","2001","","7.2","0","0","0","0","1","0","M"
"Away We Go","2009","","6.7","1","0","0","1","1","0","M"
"Mrs. Winterbourne","1996","","5.3","1","0","0","1","1","0","M"
"Catch Me If You Can","2002","https://www.facebook.com/CatchMeIfYouCanMovie","7.7","0","1","0","0","1","0","M"
"Kingpin","1996","","6.7","0","0","0","1","0","0","M"
"Saw","2004","","7.2","0","1","0","0","0","0","M"
"The Four Feathers","2002","","6.5","1","0","1","0","1","1","M"
"Hearts in Atlantis","2001","","6.4","0","1","0","0","1","0","M"
"Before Sunset","2004","http://www.warnerbros.com/?site=beforesunset#/page=movies&pid=f-57b53b9e/BEFORE_SUNSET&asset=059437/Before_Sunset_-_Trailer_1A&type=video/","7.6","1","0","0","0","1","0","M"
"To Be Frank, Sinatra at 100","2015","","0","0","0","0","0","0","1","M"
"Munich","2005","","6.9","0","0","1","0","1","1","M"
"The Hudsucker Proxy","1994","","7.1","0","0","0","1","1","0","M"
"15 Minutes","2001","","5.7","0","1","1","0","0","0","M"
"The Witch","2016","http://a24films.com/films/witch/","6.3","0","1","0","0","0","0","M"
"Peggy Sue Got Married","1986","","5.9","1","0","0","1","1","0","M"
"Meet the Deedles","1998","","4.1","0","0","0","1","0","0","M"
"The Mexican","2001","","5.8","1","1","1","1","0","0","M"
"Home for the Holidays","1995","","6.3","1","0","0","1","1","0","M"
"The November Man","2014","http://thenovemberman.com/","6","0","1","1","0","0","0","M"
"Ultraviolet","2006","http://www.sonypictures.com/movies/ultraviolet/","4.8","0","0","1","0","1","0","M"
"The Best Little Whorehouse in Texas","1982","","5.9","0","0","0","1","0","0","M"
"Twister","1996","","6.1","0","0","1","0","1","0","M"
"Frances Ha","2013","","7.2","0","0","0","1","1","0","M"
"Cry_Wolf","2005","","5.6","0","1","1","0","0","0","M"
"The Taking of Pelham 1 2 3","2009","http://www.sonypictures.com/movies/thetakingofpelham123/","6.2","0","1","1","0","1","0","M"
"Johnson Family Vacation","2004","","4.7","0","0","0","1","0","0","M"
"Star Trek V: The Final Frontier","1989","","5.6","0","0","1","0","1","0","M"
"May","2002","","6.3","1","1","1","0","1","0","M"
"RED 2","2013","http://red-themovie.com/","6.4","0","1","1","1","0","0","M"
"Babylon A.D.","2008","http://www.babylonadmovie.com/","5.4","0","0","1","0","1","0","M"
"Radio","2003","","6.8","0","0","0","0","1","0","M"
"Get on the Bus","1996","","7","0","0","0","0","1","0","M"
"A Nightmare on Elm Street 4: The Dream Master","1988","","5.8","0","1","1","0","0","0","M"
"Magnolia","1999","http://www.magnoliamovie.com/","7.5","0","0","0","0","1","0","M"
"Invaders from Mars","1986","","5.5","0","0","0","0","1","0","M"
"Little Boy","2015","http://www.littleboymovie.com/","7","0","0","0","1","1","1","M"
"Mother and Child","2009","","6.7","1","0","0","0","1","0","M"
"Mud","2013","","7","0","0","0","0","1","0","M"
"Horse Camp","2015","","5.5","0","0","0","0","1","0","M"
"Galaxina","1980","http://www.crownintlpictures.com/dgtitles.html","3.3","0","0","0","1","1","0","M"
"For a Good Time, Call...","2012","","5.8","0","0","0","1","0","0","M"
"3000 Miles to Graceland","2001","","5.8","0","1","1","1","0","0","M"
"The Informers","2008","http://www.theinformers.com/","4.4","0","0","0","0","1","0","M"
"Aroused","2013","http://thearousedproject.com/","7.2","0","0","0","0","0","1","M"
"Star Wars: Episode I - The Phantom Menace","1999","http://www.starwars.com/films/star-wars-episode-i-the-phantom-menace","6.3","0","0","1","0","1","0","M"
"Shanghai Noon","2000","","6.2","0","0","1","1","0","0","M"
"Race","2016","","7.1","0","0","1","0","1","0","M"
"The Wizard of Oz","2039","http://thewizardofoz.warnerbros.com/","7.4","0","0","1","0","1","0","M"
"Pat Garrett & Billy the Kid","1973","","7.2","0","0","1","0","0","0","M"
"Aberdeen","2000","","7","0","0","0","1","1","0","M"
"The Players Club","1998","","6.4","0","0","0","0","1","0","M"
"Super Troopers","2001","http://www.brokenlizard.com/","6.6","0","1","0","1","0","0","M"
"Executive Decision","1996","","5.8","0","0","1","0","1","0","M"
"Psycho Beach Party","2000","","6","0","0","0","1","0","0","M"
"Good Intentions","2010","http://www.goodintentionsmovie.com/","5","0","0","0","1","0","0","M"
"Gracie","2007","","6","0","0","0","0","1","0","M"
"The Kentucky Fried Movie","1977","","6.4","0","0","0","1","0","0","M"
"The Tale of Despereaux","2008","https://www.uphe.com/movies/the-tale-of-despereaux","5.8","0","0","1","1","0","0","M"
"When a Stranger Calls","2006","http://www.sonypictures.com/movies/whenastrangercalls/site/","5.4","0","1","1","0","0","0","M"
"Brooklyn Rules","2007","","5.8","0","0","1","0","1","0","M"
"Carlos","2010","","6.7","0","1","1","0","1","1","M"
"Arachnophobia","1990","","6.2","0","1","0","1","0","0","M"
"The Color of Money","1986","","6.7","0","0","0","0","1","0","M"
"Assault on Precinct 13","2005","","6","0","0","1","0","0","0","M"
"The Salon","2005","","3.5","0","0","0","1","0","0","M"
"Ever After: A Cinderella Story","1998","","6.8","1","0","0","1","1","0","M"
"Top Spin","2014","","6.8","0","0","0","0","0","1","M"
"Walk the Line","2005","","7.3","1","0","0","0","1","1","M"
"Thr3e","2006","","4.8","0","1","1","0","1","0","M"
"I Got the Hook Up","1998","","5.4","0","0","1","1","0","0","M"
"Spider","2002","http://www.spiderthemovie.com/","6.4","0","1","1","0","1","0","M"
"A Dangerous Method","2011","http://www.sonyclassics.com/adangerousmethod/","6.2","0","0","1","0","1","0","M"
"Eye of the Beholder","1999","","5.3","0","1","1","0","1","0","M"
"Operation Chromite","2016","","5.8","0","0","1","0","1","1","M"
"Cop Out","2010","http://copoutmovie.warnerbros.com/dvd/","5.3","0","1","1","1","0","0","M"
"Kung Fu Hustle","2004","","7.2","0","1","1","1","1","0","M"
"March or Die","1977","","6.2","0","0","1","0","1","1","M"
"Amores perros","2000","","7.6","0","0","1","0","1","0","M"
"The Shining","1980","","8.1","0","1","1","0","0","0","M"
"Survival of the Dead","2010","http://magnetreleasing.com/survivalofthedead/","4.6","0","1","0","0","1","0","M"
"The Machinist","2004","","7.3","0","0","1","0","1","0","M"
"The Chorus","2004","http://www.pathedistribution.com/accueil/filmcatalogue.php?IDFilm=498","7.5","0","0","0","0","1","0","M"
"In the Name of the King: A Dungeon Siege Tale","2007","http://www.inthenameoftheking.com/","4.1","0","0","1","0","1","0","M"
"It's a Wonderful Life","2046","","8","0","0","0","0","1","0","M"
"Curious George","2006","","6.2","0","0","1","1","0","0","M"
"Parker","2013","","5.7","0","1","1","0","0","0","M"
"Married Life","2007","http://www.sonyclassics.com/marriedlife/","6.1","1","1","0","0","1","0","M"
"A Simple Wish","1997","","5.5","0","0","1","1","1","0","M"
"Cast Away","2000","","7.5","0","0","1","0","1","0","M"
"Reno 911!: Miami","2007","","5.6","0","1","1","1","0","0","M"
"The Art of War","2000","","5.6","0","1","1","0","0","0","M"
"Little Fockers","2010","http://www.littlefockers.net/","5.4","1","0","0","1","0","0","M"
"Restless","2012","","4.9","1","0","0","0","1","0","M"
"The Croods","2013","http://www.thecroodsmovie.com/","6.8","0","0","1","1","1","0","M"
"The Glimmer Man","1996","","4.7","0","1","1","0","1","0","M"
"Pound of Flesh","2015","","5.5","0","0","1","0","0","0","M"
"Jurassic Park III","2001","","5.7","0","0","1","0","1","0","M"
"47 Ronin","2013","","5.9","0","0","1","0","1","0","M"
"Like Mike","2002","","5.7","0","0","0","1","1","0","M"
"Parental Guidance","2012","","5.7","0","0","0","1","0","0","M"
"The Warlords","2007","","6.3","0","0","1","0","1","1","M"
"The Thief and the Cobbler","1993","","6.8","0","0","1","1","1","0","M"
"Vampire in Brooklyn","1995","","4.5","1","1","0","1","0","0","M"
"The Thirteenth Floor","1999","","6.8","0","1","1","0","1","0","M"
"How High","2001","http://www.howhighmovie.com/","6.3","0","0","0","1","0","0","M"
"Club Dread","2004","","5.1","0","1","0","1","0","0","M"
"The Matrix","1999","http://www.warnerbros.com/matrix","7.9","0","0","1","0","1","0","M"
